id,organisation_id,version,pays,periodicite,revenu_brut,trimf,ir_1,ir_1_5,ir_2,ir_2_5,ir_3,ir_3_5,ir_4,ir_4_5,ir_5
ab9ef832-e1a7-4eb9-b585-5720c4614312,,SN-2013,SN,annuel,1540000,4800,89600,0,0,0,0,0,0,0,0
98acf21f-d13e-4dc2-a3a2-e1e1a72146d3,,SN-2013,SN,annuel,1545000,4800,90200,0,0,0,0,0,0,0,0
ce4f52e2-672f-4af4-92ab-63cd136fb47c,,SN-2013,SN,annuel,1550000,4800,91000,0,0,0,0,0,0,0,0
3835c12d-5613-476e-b547-931cf3e0b9f8,,SN-2013,SN,annuel,1555000,4800,91600,0,0,0,0,0,0,0,0
363d75f5-ba3b-4029-aa1e-d111ee8871d8,,SN-2013,SN,annuel,1560000,4800,92400,0,0,0,0,0,0,0,0
9d8e2ece-038e-47d6-bda4-299b9ddf68b5,,SN-2013,SN,annuel,1565000,4800,93000,0,0,0,0,0,0,0,0
e46a9a58-a13c-4754-b638-d7c7bb7f5faf,,SN-2013,SN,annuel,1570000,4800,93800,0,0,0,0,0,0,0,0
3ce8d03a-08f6-4483-a5ea-b4eb2ae3f744,,SN-2013,SN,annuel,1575000,4800,94400,0,0,0,0,0,0,0,0
f2646827-42c8-41cd-a2c3-e7cde7428727,,SN-2013,SN,annuel,1580000,4800,95200,0,0,0,0,0,0,0,0
3342882c-a93e-4391-8802-cfb65a125286,,SN-2013,SN,annuel,1585000,4800,95800,0,0,0,0,0,0,0,0
9460d13d-d246-4cd6-9ee0-b426c1ec87d0,,SN-2013,SN,annuel,1590000,4800,96600,0,0,0,0,0,0,0,0
4d8623fa-e316-4416-b7ca-ab6876096c52,,SN-2013,SN,annuel,1595000,4800,97200,0,0,0,0,0,0,0,0
f3fdff1f-1c5e-4ae4-91c2-93e1492d9c85,,SN-2013,SN,annuel,1600000,4800,98000,0,0,0,0,0,0,0,0
913c8b30-5b6d-4e64-b021-ca0922336fde,,SN-2013,SN,annuel,1605000,4800,98600,0,0,0,0,0,0,0,0
1f1e36a6-5e36-4e71-98cb-1602d825be5d,,SN-2013,SN,annuel,1610000,4800,99400,0,0,0,0,0,0,0,0
f38d2deb-5297-4504-9018-180626c81b77,,SN-2013,SN,annuel,1615000,4800,100000,0,0,0,0,0,0,0,0
